Ball's radius: 1m
Start condition z0: 6m
Start condition v0: 2m/s

Time:	z(t):	v_z(t):	E(t)	Energy error:
8.25586	1.77287	9.32396	127465	3.57396e-05
8.25684	1.78197	9.31438	127465	3.57396e-05
8.25781	1.79106	9.3048	127465	3.57396e-05
8.25879	1.80014	9.29522	127465	3.57395e-05
8.25977	1.80922	9.28564	127465	3.57395e-05
8.26074	1.81828	9.27606	127465	3.57395e-05
8.26172	1.82733	9.26648	127465	3.57395e-05
8.2627	1.83638	9.2569	127465	3.57395e-05
8.26367	1.84541	9.24732	127465	3.57395e-05
8.26465	1.85444	9.23774	127465	3.57395e-05
8.26563	1.86346	9.22816	127465	3.57395e-05
8.2666	1.87246	9.21858	127465	3.57395e-05
8.26758	1.88146	9.209	127465	3.57395e-05
8.26855	1.89045	9.19942	127465	3.57395e-05
8.26953	1.89943	9.18984	127465	3.57395e-05
8.27051	1.9084	9.18026	127465	3.57395e-05
8.27148	1.91736	9.17068	127465	3.57394e-05
8.27246	1.92631	9.1611	127465	3.57394e-05
8.27344	1.93525	9.15152	127465	3.57394e-05
8.27441	1.94418	9.14194	127465	3.57394e-05
8.27539	1.95311	9.13236	127465	3.57394e-05
8.27637	1.96202	9.12278	127465	3.57394e-05
8.27734	1.97092	9.1132	127465	3.57394e-05
8.27832	1.97982	9.10362	127465	3.57394e-05
8.2793	1.98871	9.09404	127465	3.57394e-05
8.28027	1.99758	9.08446	127465	3.57394e-05
8.28125	2.00645	9.07488	127465	3.57393e-05
8.28223	2.01531	9.0653	127465	3.57393e-05
8.2832	2.02415	9.05572	127465	3.57393e-05
8.28418	2.03299	9.04614	127465	3.57393e-05
8.28516	2.04182	9.03656	127465	3.57393e-05
8.28613	2.05064	9.02698	127465	3.57393e-05
8.28711	2.05945	9.0174	127465	3.57393e-05
8.28809	2.06825	9.00782	127465	3.57393e-05
8.28906	2.07705	8.99824	127465	3.57392e-05
8.29004	2.08583	8.98866	127465	3.57393e-05
8.29102	2.0946	8.97908	127465	3.57392e-05
8.29199	2.10337	8.9695	127465	3.57392e-05
8.29297	2.11212	8.95992	127465	3.57392e-05
8.29395	2.12087	8.95034	127465	3.57392e-05
8.29492	2.1296	8.94076	127465	3.57392e-05
8.2959	2.13833	8.93118	127465	3.57392e-05
8.29688	2.14705	8.9216	127465	3.57392e-05
8.29785	2.15575	8.91202	127465	3.57392e-05
8.29883	2.16445	8.90244	127465	3.57392e-05
8.2998	2.17314	8.89286	127465	3.57392e-05
8.30078	2.18182	8.88328	127465	3.57392e-05
8.30176	2.19049	8.8737	127465	3.57391e-05
8.30273	2.19915	8.86412	127465	3.57391e-05
8.30371	2.2078	8.85454	127465	3.57391e-05
8.30469	2.21645	8.84496	127465	3.57391e-05
8.30566	2.22508	8.83538	127465	3.57391e-05
8.30664	2.2337	8.8258	127465	3.57391e-05
8.30762	2.24232	8.81622	127465	3.57391e-05
8.30859	2.25092	8.80664	127465	3.57391e-05
8.30957	2.25952	8.79706	127465	3.57391e-05
8.31055	2.2681	8.78748	127465	3.57391e-05
8.31152	2.27668	8.7779	127465	3.57391e-05
8.3125	2.28525	8.76832	127465	3.57391e-05
8.31348	2.29381	8.75874	127465	3.5739e-05
8.31445	2.30236	8.74916	127465	3.5739e-05
8.31543	2.31089	8.73958	127465	3.5739e-05
8.31641	2.31942	8.73	127465	3.5739e-05
8.31738	2.32795	8.72042	127465	3.5739e-05
8.31836	2.33646	8.71084	127465	3.5739e-05
8.31934	2.34496	8.70126	127465	3.5739e-05
8.32031	2.35345	8.69168	127465	3.5739e-05
8.32129	2.36193	8.6821	127465	3.57389e-05
8.32227	2.37041	8.67252	127465	3.57389e-05
8.32324	2.37887	8.66294	127465	3.57389e-05
8.32422	2.38733	8.65336	127465	3.57389e-05
8.3252	2.39577	8.64378	127465	3.57389e-05
8.32617	2.40421	8.6342	127465	3.57389e-05
8.32715	2.41264	8.62462	127465	3.57389e-05
8.32813	2.42106	8.61504	127465	3.57389e-05
8.3291	2.42946	8.60546	127465	3.57389e-05
8.33008	2.43786	8.59588	127465	3.57389e-05
8.33105	2.44625	8.5863	127465	3.57389e-05
8.33203	2.45463	8.57672	127465	3.57388e-05
8.33301	2.463	8.56714	127465	3.57388e-05
8.33398	2.47137	8.55756	127465	3.57388e-05
8.33496	2.47972	8.54798	127465	3.57388e-05
8.33594	2.48806	8.5384	127465	3.57388e-05
8.33691	2.4964	8.52882	127465	3.57388e-05
8.33789	2.50472	8.51924	127465	3.57388e-05
8.33887	2.51303	8.50966	127465	3.57388e-05
8.33984	2.52134	8.50008	127465	3.57388e-05
8.34082	2.52964	8.4905	127465	3.57388e-05
8.3418	2.53792	8.48092	127465	3.57388e-05
8.34277	2.5462	8.47134	127465	3.57388e-05
8.34375	2.55447	8.46176	127465	3.57387e-05
8.34473	2.56273	8.45218	127465	3.57387e-05
8.3457	2.57098	8.4426	127465	3.57387e-05
8.34668	2.57922	8.43302	127465	3.57387e-05
8.34766	2.58745	8.42344	127465	3.57387e-05
8.34863	2.59567	8.41386	127465	3.57387e-05
8.34961	2.60388	8.40428	127465	3.57387e-05
8.35059	2.61208	8.3947	127465	3.57387e-05
8.35156	2.62028	8.38512	127465	3.57387e-05
8.35254	2.62846	8.37554	127465	3.57387e-05
8.35352	2.63663	8.36596	127465	3.57386e-05
8.35449	2.6448	8.35638	127465	3.57386e-05
8.35547	2.65296	8.3468	127465	3.57386e-05
8.35645	2.6611	8.33722	127465	3.57386e-05
8.35742	2.66924	8.32764	127465	3.57386e-05
8.3584	2.67737	8.31806	127465	3.57386e-05
8.35938	2.68549	8.30848	127465	3.57386e-05
8.36035	2.69359	8.2989	127465	3.57386e-05
8.36133	2.70169	8.28932	127465	3.57386e-05
8.3623	2.70978	8.27974	127465	3.57386e-05
8.36328	2.71787	8.27016	127465	3.57386e-05
8.36426	2.72594	8.26058	127465	3.57386e-05
8.36523	2.734	8.251	127465	3.57386e-05
8.36621	2.74205	8.24142	127465	3.57386e-05
8.36719	2.7501	8.23184	127465	3.57386e-05
8.36816	2.75813	8.22226	127465	3.57386e-05
8.36914	2.76616	8.21267	127465	3.57385e-05
8.37012	2.77417	8.20309	127465	3.57385e-05
8.37109	2.78218	8.19351	127465	3.57385e-05
8.37207	2.79017	8.18393	127465	3.57385e-05
8.37305	2.79816	8.17435	127465	3.57385e-05
8.37402	2.80614	8.16477	127465	3.57385e-05
8.375	2.81411	8.15519	127465	3.57385e-05
8.37598	2.82207	8.14561	127465	3.57385e-05
8.37695	2.83002	8.13603	127465	3.57385e-05
8.37793	2.83796	8.12645	127465	3.57385e-05
8.37891	2.84589	8.11687	127465	3.57385e-05
8.37988	2.85381	8.10729	127465	3.57384e-05
8.38086	2.86172	8.09771	127465	3.57384e-05
8.38184	2.86963	8.08813	127465	3.57384e-05
8.38281	2.87752	8.07855	127465	3.57384e-05
8.38379	2.88541	8.06897	127465	3.57384e-05
8.38477	2.89328	8.05939	127465	3.57384e-05
8.38574	2.90115	8.04981	127465	3.57384e-05
8.38672	2.909	8.04023	127465	3.57384e-05
8.3877	2.91685	8.03065	127465	3.57384e-05
8.38867	2.92469	8.02107	127465	3.57384e-05
8.38965	2.93252	8.01149	127465	3.57384e-05
8.39063	2.94034	8.00191	127465	3.57384e-05
8.3916	2.94815	7.99233	127465	3.57384e-05
8.39258	2.95595	7.98275	127465	3.57384e-05
8.39355	2.96374	7.97317	127465	3.57384e-05
8.39453	2.97152	7.96359	127465	3.57384e-05
8.39551	2.97929	7.95401	127465	3.57384e-05
8.39648	2.98705	7.94443	127465	3.57384e-05
8.39746	2.99481	7.93485	127465	3.57384e-05
8.39844	3.00255	7.92527	127465	3.57384e-05
8.39941	3.01029	7.91569	127465	3.57384e-05
8.40039	3.01801	7.90611	127465	3.57384e-05
8.40137	3.02573	7.89653	127465	3.57384e-05
8.40234	3.03343	7.88695	127465	3.57384e-05
8.40332	3.04113	7.87737	127465	3.57384e-05
8.4043	3.04882	7.86779	127465	3.57384e-05
8.40527	3.0565	7.85821	127465	3.57385e-05
8.40625	3.06417	7.84863	127465	3.57385e-05
8.40723	3.07183	7.83905	127465	3.57385e-05
8.4082	3.07948	7.82947	127465	3.57384e-05
8.40918	3.08712	7.81989	127465	3.57385e-05
8.41016	3.09475	7.81031	127465	3.57385e-05
8.41113	3.10237	7.80073	127465	3.57385e-05
8.41211	3.10999	7.79115	127465	3.57385e-05
8.41309	3.11759	7.78157	127465	3.57385e-05
8.41406	3.12519	7.77199	127465	3.57385e-05
8.41504	3.13277	7.76241	127465	3.57385e-05
8.41602	3.14035	7.75283	127465	3.57385e-05
8.41699	3.14791	7.74325	127465	3.57385e-05
8.41797	3.15547	7.73367	127465	3.57385e-05
8.41895	3.16302	7.72409	127465	3.57385e-05
8.41992	3.17056	7.71451	127465	3.57385e-05
8.4209	3.17809	7.70493	127465	3.57386e-05
8.42188	3.18561	7.69535	127465	3.57386e-05
8.42285	3.19312	7.68577	127465	3.57386e-05
8.42383	3.20062	7.67619	127465	3.57386e-05
8.4248	3.20811	7.66661	127465	3.57386e-05
8.42578	3.21559	7.65703	127465	3.57386e-05
8.42676	3.22306	7.64745	127465	3.57386e-05
8.42773	3.23053	7.63787	127465	3.57386e-05
8.42871	3.23798	7.62829	127465	3.57386e-05
8.42969	3.24543	7.61871	127465	3.57386e-05
8.43066	3.25286	7.60913	127465	3.57386e-05
8.43164	3.26029	7.59955	127465	3.57386e-05
8.43262	3.2677	7.58997	127465	3.57386e-05
8.43359	3.27511	7.58039	127465	3.57386e-05
8.43457	3.28251	7.57081	127465	3.57386e-05
8.43555	3.2899	7.56123	127465	3.57386e-05
8.43652	3.29728	7.55165	127465	3.57386e-05
8.4375	3.30465	7.54207	127465	3.57387e-05
8.43848	3.31201	7.53249	127465	3.57387e-05
8.43945	3.31936	7.52291	127465	3.57387e-05
8.44043	3.3267	7.51333	127465	3.57387e-05
8.44141	3.33403	7.50375	127465	3.57387e-05
8.44238	3.34136	7.49417	127465	3.57387e-05
8.44336	3.34867	7.48459	127465	3.57387e-05
8.44434	3.35598	7.47501	127465	3.57387e-05
8.44531	3.36327	7.46543	127465	3.57387e-05
8.44629	3.37056	7.45585	127465	3.57387e-05
8.44727	3.37783	7.44627	127465	3.57387e-05
8.44824	3.3851	7.43669	127465	3.57387e-05
8.44922	3.39236	7.42711	127465	3.57387e-05
8.4502	3.39961	7.41753	127465	3.57387e-05
8.45117	3.40685	7.40795	127465	3.57387e-05
8.45215	3.41407	7.39837	127465	3.57387e-05
8.45313	3.42129	7.38879	127465	3.57388e-05
8.4541	3.42851	7.37921	127465	3.57388e-05
8.45508	3.43571	7.36963	127465	3.57388e-05
8.45605	3.4429	7.36005	127465	3.57388e-05
8.45703	3.45008	7.35047	127465	3.57388e-05
8.45801	3.45726	7.34089	127465	3.57388e-05
8.45898	3.46442	7.33131	127465	3.57388e-05
8.45996	3.47158	7.32173	127465	3.57388e-05
8.46094	3.47872	7.31215	127465	3.57388e-05
8.46191	3.48586	7.30257	127465	3.57388e-05
8.46289	3.49298	7.29299	127465	3.57388e-05
8.46387	3.5001	7.28341	127465	3.57388e-05
8.46484	3.50721	7.27383	127465	3.57388e-05
8.46582	3.51431	7.26425	127465	3.57388e-05
8.4668	3.5214	7.25467	127465	3.57388e-05
8.46777	3.52848	7.24509	127465	3.57388e-05
8.46875	3.53555	7.23551	127465	3.57388e-05
8.46973	3.54261	7.22593	127465	3.57388e-05
8.4707	3.54966	7.21635	127465	3.57389e-05
8.47168	3.5567	7.20677	127465	3.57389e-05
8.47266	3.56374	7.19719	127465	3.57389e-05
8.47363	3.57076	7.18761	127465	3.57389e-05
8.47461	3.57777	7.17803	127465	3.57389e-05
8.47559	3.58478	7.16845	127465	3.57389e-05
8.47656	3.59178	7.15887	127465	3.57389e-05
8.47754	3.59876	7.14929	127465	3.57389e-05
8.47852	3.60574	7.13971	127465	3.57389e-05
8.47949	3.61271	7.13013	127465	3.57389e-05
8.48047	3.61966	7.12055	127465	3.57389e-05
8.48145	3.62661	7.11097	127465	3.57389e-05
8.48242	3.63355	7.10139	127465	3.57389e-05
8.4834	3.64048	7.09181	127465	3.57389e-05
8.48438	3.6474	7.08223	127465	3.5739e-05
8.48535	3.65432	7.07265	127465	3.57389e-05
8.48633	3.66122	7.06307	127465	3.5739e-05
8.4873	3.66811	7.05349	127465	3.5739e-05
8.48828	3.67499	7.04391	127465	3.5739e-05
8.48926	3.68187	7.03433	127465	3.5739e-05
8.49023	3.68873	7.02475	127465	3.5739e-05
8.49121	3.69559	7.01517	127465	3.5739e-05
8.49219	3.70244	7.00559	127465	3.5739e-05
8.49316	3.70927	6.99601	127465	3.5739e-05
8.49414	3.7161	6.98642	127465	3.5739e-05
8.49512	3.72292	6.97684	127465	3.5739e-05
8.49609	3.72973	6.96726	127465	3.5739e-05
8.49707	3.73653	6.95768	127465	3.5739e-05
8.49805	3.74332	6.9481	127465	3.5739e-05
8.49902	3.7501	6.93852	127465	3.5739e-05
8.5	3.75687	6.92894	127465	3.5739e-05
8.50098	3.76363	6.91936	127465	3.5739e-05
8.50195	3.77038	6.90978	127465	3.5739e-05
8.50293	3.77712	6.9002	127465	3.57391e-05
8.50391	3.78386	6.89062	127465	3.57391e-05
8.50488	3.79058	6.88104	127465	3.57391e-05
8.50586	3.7973	6.87146	127465	3.57391e-05
8.50684	3.804	6.86188	127465	3.57391e-05
8.50781	3.8107	6.8523	127465	3.57391e-05
8.50879	3.81739	6.84272	127465	3.57391e-05
8.50977	3.82406	6.83314	127465	3.57391e-05
8.51074	3.83073	6.82356	127465	3.57391e-05
8.51172	3.83739	6.81398	127465	3.57391e-05
8.5127	3.84404	6.8044	127465	3.57391e-05
8.51367	3.85068	6.79482	127465	3.57391e-05
8.51465	3.85731	6.78524	127465	3.57391e-05
8.51563	3.86393	6.77566	127465	3.57391e-05
8.5166	3.87055	6.76608	127465	3.57391e-05
8.51758	3.87715	6.7565	127465	3.57391e-05
8.51855	3.88374	6.74692	127465	3.57391e-05
8.51953	3.89033	6.73734	127465	3.57391e-05
8.52051	3.8969	6.72776	127465	3.57392e-05
8.52148	3.90347	6.71818	127465	3.57391e-05
8.52246	3.91002	6.7086	127465	3.57392e-05
8.52344	3.91657	6.69902	127465	3.57392e-05
8.52441	3.92311	6.68944	127465	3.57392e-05
8.52539	3.92963	6.67986	127465	3.57392e-05
8.52637	3.93615	6.67028	127465	3.57392e-05
8.52734	3.94266	6.6607	127465	3.57392e-05
8.52832	3.94916	6.65112	127465	3.57392e-05
8.5293	3.95565	6.64154	127465	3.57392e-05
8.53027	3.96213	6.63196	127465	3.57392e-05
8.53125	3.96861	6.62238	127465	3.57392e-05
8.53223	3.97507	6.6128	127465	3.57392e-05
8.5332	3.98152	6.60322	127465	3.57392e-05
8.53418	3.98797	6.59364	127465	3.57392e-05
8.53516	3.9944	6.58406	127465	3.57392e-05
8.53613	4.00083	6.57448	127465	3.57392e-05
8.53711	4.00724	6.5649	127465	3.57392e-05
8.53809	4.01365	6.55532	127465	3.57393e-05
8.53906	4.02004	6.54574	127465	3.57393e-05
8.54004	4.02643	6.53616	127465	3.57393e-05
8.54102	4.03281	6.52658	127465	3.57393e-05
8.54199	4.03918	6.517	127465	3.57393e-05
8.54297	4.04554	6.50742	127465	3.57393e-05
8.54395	4.05189	6.49784	127465	3.57393e-05
8.54492	4.05823	6.48826	127465	3.57393e-05
8.5459	4.06456	6.47868	127465	3.57393e-05
8.54688	4.07088	6.4691	127465	3.57393e-05
8.54785	4.0772	6.45952	127465	3.57393e-05
8.54883	4.0835	6.44994	127465	3.57393e-05
8.5498	4.08979	6.44036	127465	3.57393e-05
8.55078	4.09608	6.43078	127465	3.57393e-05
8.55176	4.10235	6.4212	127465	3.57393e-05
8.55273	4.10862	6.41162	127465	3.57393e-05
8.55371	4.11488	6.40204	127465	3.57393e-05
8.55469	4.12112	6.39246	127465	3.57393e-05
8.55566	4.12736	6.38288	127465	3.57393e-05
8.55664	4.13359	6.3733	127465	3.57393e-05
8.55762	4.13981	6.36372	127465	3.57394e-05
8.55859	4.14602	6.35414	127465	3.57394e-05
8.55957	4.15222	6.34456	127465	3.57394e-05
8.56055	4.15841	6.33498	127465	3.57394e-05
8.56152	4.16459	6.3254	127465	3.57394e-05
8.5625	4.17077	6.31582	127465	3.57394e-05
8.56348	4.17693	6.30624	127465	3.57394e-05
8.56445	4.18308	6.29666	127465	3.57394e-05
8.56543	4.18923	6.28708	127465	3.57394e-05
8.56641	4.19536	6.2775	127465	3.57394e-05
8.56738	4.20149	6.26792	127465	3.57394e-05
8.56836	4.2076	6.25834	127465	3.57394e-05
8.56934	4.21371	6.24876	127465	3.57394e-05
8.57031	4.21981	6.23918	127465	3.57394e-05
8.57129	4.2259	6.2296	127465	3.57394e-05
8.57227	4.23198	6.22002	127465	3.57394e-05
8.57324	4.23805	6.21044	127465	3.57394e-05
8.57422	4.24411	6.20086	127465	3.57395e-05
8.5752	4.25016	6.19128	127465	3.57394e-05
8.57617	4.2562	6.1817	127465	3.57394e-05
8.57715	4.26223	6.17212	127465	3.57395e-05
8.57813	4.26825	6.16254	127465	3.57395e-05
8.5791	4.27427	6.15296	127465	3.57395e-05
8.58008	4.28027	6.14338	127465	3.57395e-05
8.58105	4.28627	6.1338	127465	3.57395e-05
8.58203	4.29225	6.12422	127465	3.57395e-05
8.58301	4.29823	6.11464	127465	3.57395e-05
8.58398	4.30419	6.10506	127465	3.57395e-05
8.58496	4.31015	6.09548	127465	3.57395e-05
8.58594	4.3161	6.0859	127465	3.57395e-05
8.58691	4.32204	6.07632	127465	3.57395e-05
8.58789	4.32797	6.06674	127465	3.57395e-05
8.58887	4.33389	6.05716	127465	3.57395e-05
8.58984	4.3398	6.04758	127465	3.57395e-05
8.59082	4.3457	6.038	127465	3.57395e-05
8.5918	4.35159	6.02842	127465	3.57395e-05
8.59277	4.35747	6.01884	127465	3.57395e-05
8.59375	4.36335	6.00926	127465	3.57395e-05
8.59473	4.36921	5.99968	127465	3.57395e-05
8.5957	4.37506	5.9901	127465	3.57395e-05
8.59668	4.38091	5.98052	127465	3.57395e-05
8.59766	4.38674	5.97094	127465	3.57396e-05
8.59863	4.39257	5.96136	127465	3.57396e-05
8.59961	4.39839	5.95178	127465	3.57396e-05
8.60059	4.40419	5.9422	127465	3.57396e-05
8.60156	4.40999	5.93262	127465	3.57396e-05
8.60254	4.41578	5.92304	127465	3.57396e-05
8.60352	4.42156	5.91346	127465	3.57396e-05
8.60449	4.42733	5.90388	127465	3.57396e-05
8.60547	4.43309	5.8943	127465	3.57396e-05
8.60645	4.43884	5.88472	127465	3.57396e-05
8.60742	4.44459	5.87514	127465	3.57396e-05
8.6084	4.45032	5.86556	127465	3.57396e-05
8.60938	4.45604	5.85598	127465	3.57396e-05
8.61035	4.46176	5.8464	127465	3.57396e-05
8.61133	4.46746	5.83682	127465	3.57396e-05
8.6123	4.47316	5.82724	127465	3.57396e-05
8.61328	4.47884	5.81766	127465	3.57396e-05
8.61426	4.48452	5.80808	127465	3.57396e-05
8.61523	4.49019	5.7985	127465	3.57396e-05
8.61621	4.49584	5.78892	127465	3.57397e-05
8.61719	4.50149	5.77934	127465	3.57397e-05
8.61816	4.50713	5.76976	127465	3.57397e-05
8.61914	4.51276	5.76017	127465	3.57396e-05
8.62012	4.51838	5.75059	127465	3.57397e-05
8.62109	4.52399	5.74101	127465	3.57397e-05
8.62207	4.5296	5.73143	127465	3.57397e-05
8.62305	4.53519	5.72185	127465	3.57397e-05
8.62402	4.54077	5.71227	127465	3.57397e-05
8.625	4.54634	5.70269	127465	3.57397e-05
8.62598	4.55191	5.69311	127465	3.57397e-05
8.62695	4.55746	5.68353	127465	3.57397e-05
8.62793	4.56301	5.67395	127465	3.57397e-05
8.62891	4.56855	5.66437	127465	3.57397e-05
8.62988	4.57407	5.65479	127465	3.57397e-05
8.63086	4.57959	5.64521	127465	3.57397e-05
8.63184	4.5851	5.63563	127465	3.57397e-05
8.63281	4.5906	5.62605	127465	3.57397e-05
8.63379	4.59609	5.61647	127465	3.57397e-05
8.63477	4.60157	5.60689	127465	3.57397e-05
8.63574	4.60704	5.59731	127465	3.57397e-05
8.63672	4.6125	5.58773	127465	3.57398e-05
8.6377	4.61795	5.57815	127465	3.57398e-05
8.63867	4.62339	5.56857	127465	3.57398e-05
8.63965	4.62883	5.55899	127465	3.57398e-05
8.64063	4.63425	5.54941	127465	3.57398e-05
8.6416	4.63967	5.53983	127465	3.57398e-05
8.64258	4.64507	5.53025	127465	3.57398e-05
8.64355	4.65047	5.52067	127465	3.57398e-05
8.64453	4.65585	5.51109	127465	3.57398e-05
8.64551	4.66123	5.50151	127465	3.57398e-05
8.64648	4.6666	5.49193	127465	3.57398e-05
8.64746	4.67196	5.48235	127465	3.57398e-05
8.64844	4.67731	5.47277	127465	3.57398e-05
8.64941	4.68265	5.46319	127465	3.57398e-05
8.65039	4.68798	5.45361	127465	3.57398e-05
8.65137	4.6933	5.44403	127465	3.57398e-05
8.65234	4.69861	5.43445	127465	3.57398e-05
8.65332	4.70391	5.42487	127465	3.57398e-05
8.6543	4.70921	5.41529	127465	3.57398e-05
8.65527	4.71449	5.40571	127465	3.57399e-05
8.65625	4.71976	5.39613	127465	3.57399e-05
8.65723	4.72503	5.38655	127465	3.57399e-05
8.6582	4.73028	5.37697	127465	3.57399e-05
8.65918	4.73553	5.36739	127465	3.57399e-05
8.66016	4.74077	5.35781	127465	3.57399e-05
8.66113	4.74599	5.34823	127465	3.57399e-05
8.66211	4.75121	5.33865	127465	3.57399e-05
8.66309	4.75642	5.32907	127465	3.57399e-05
8.66406	4.76162	5.31949	127465	3.57399e-05
8.66504	4.76681	5.30991	127465	3.57399e-05
8.66602	4.77199	5.30033	127465	3.57399e-05
8.66699	4.77716	5.29075	127465	3.57399e-05
8.66797	4.78233	5.28117	127465	3.57399e-05
8.66895	4.78748	5.27159	127465	3.57399e-05
8.66992	4.79262	5.26201	127465	3.57399e-05
8.6709	4.79776	5.25243	127465	3.57399e-05
8.67188	4.80288	5.24285	127465	3.57399e-05
8.67285	4.808	5.23327	127465	3.57399e-05
8.67383	4.8131	5.22369	127465	3.57399e-05
8.6748	4.8182	5.21411	127465	3.57399e-05
8.67578	4.82329	5.20453	127465	3.57399e-05
8.67676	4.82836	5.19495	127465	3.57399e-05
8.67773	4.83343	5.18537	127465	3.574e-05
8.67871	4.83849	5.17579	127465	3.57399e-05
8.67969	4.84354	5.16621	127465	3.574e-05
8.68066	4.84858	5.15663	127465	3.574e-05
8.68164	4.85361	5.14705	127465	3.574e-05
8.68262	4.85863	5.13747	127465	3.574e-05
8.68359	4.86365	5.12789	127465	3.574e-05
8.68457	4.86865	5.11831	127465	3.574e-05
8.68555	4.87364	5.10873	127465	3.574e-05
8.68652	4.87863	5.09915	127465	3.574e-05
8.6875	4.8836	5.08957	127465	3.574e-05
8.68848	4.88857	5.07999	127465	3.574e-05
8.68945	4.89352	5.07041	127465	3.574e-05
8.69043	4.89847	5.06083	127465	3.574e-05
8.69141	4.90341	5.05125	127465	3.574e-05
8.69238	4.90834	5.04167	127465	3.574e-05
8.69336	4.91326	5.03209	127465	3.574e-05
8.69434	4.91817	5.02251	127465	3.574e-05
8.69531	4.92307	5.01293	127465	3.574e-05
8.69629	4.92796	5.00335	127465	3.574e-05
8.69727	4.93284	4.99377	127465	3.574e-05
8.69824	4.93771	4.98419	127465	3.574e-05
8.69922	4.94257	4.97461	127465	3.574e-05
8.7002	4.94743	4.96503	127465	3.574e-05
8.70117	4.95227	4.95545	127465	3.574e-05
8.70215	4.9571	4.94587	127465	3.574e-05
8.70313	4.96193	4.93629	127465	3.574e-05
8.7041	4.96675	4.92671	127465	3.57401e-05
8.70508	4.97155	4.91713	127465	3.57401e-05
8.70605	4.97635	4.90755	127465	3.574e-05
8.70703	4.98114	4.89797	127465	3.57401e-05
8.70801	4.98592	4.88839	127465	3.57401e-05
8.70898	4.99068	4.87881	127465	3.57401e-05
8.70996	4.99544	4.86923	127465	3.57401e-05
8.71094	5.00019	4.85965	127465	3.57401e-05
8.71191	5.00494	4.85007	127465	3.57401e-05
8.71289	5.00967	4.84049	127465	3.57401e-05
8.71387	5.01439	4.83091	127465	3.57401e-05
8.71484	5.0191	4.82133	127465	3.57401e-05
8.71582	5.02381	4.81175	127465	3.57401e-05
8.7168	5.0285	4.80217	127465	3.57401e-05
8.71777	5.03319	4.79259	127465	3.57401e-05
8.71875	5.03786	4.78301	127465	3.57401e-05
8.71973	5.04253	4.77343	127465	3.57401e-05
8.7207	5.04718	4.76385	127465	3.57401e-05
8.72168	5.05183	4.75427	127465	3.57401e-05
8.72266	5.05647	4.74469	127465	3.57401e-05
8.72363	5.0611	4.73511	127465	3.57401e-05
8.72461	5.06572	4.72553	127465	3.57401e-05
8.72559	5.07033	4.71595	127465	3.57401e-05
8.72656	5.07493	4.70637	127465	3.57401e-05
8.72754	5.07952	4.69679	127465	3.57401e-05
8.72852	5.0841	4.68721	127465	3.57401e-05
8.72949	5.08868	4.67763	127465	3.57402e-05
8.73047	5.09324	4.66805	127465	3.57401e-05
8.73145	5.09779	4.65847	127465	3.57401e-05
8.73242	5.10234	4.64889	127465	3.57401e-05
8.7334	5.10687	4.63931	127465	3.57402e-05
8.73438	5.1114	4.62973	127465	3.57402e-05
8.73535	5.11592	4.62015	127465	3.57402e-05
8.73633	5.12042	4.61057	127465	3.57402e-05
8.7373	5.12492	4.60099	127465	3.57402e-05
8.73828	5.12941	4.59141	127465	3.57402e-05
8.73926	5.13389	4.58183	127465	3.57402e-05
8.74023	5.13836	4.57225	127465	3.57402e-05
8.74121	5.14282	4.56267	127465	3.57402e-05
8.74219	5.14727	4.55309	127465	3.57402e-05
8.74316	5.15171	4.54351	127465	3.57402e-05
8.74414	5.15614	4.53392	127465	3.57402e-05
8.74512	5.16057	4.52434	127465	3.57402e-05
8.74609	5.16498	4.51476	127465	3.57402e-05
8.74707	5.16938	4.50518	127465	3.57402e-05
8.74805	5.17378	4.4956	127465	3.57402e-05
8.74902	5.17816	4.48602	127465	3.57402e-05
8.75	5.18254	4.47644	127465	3.57402e-05
8.75098	5.18691	4.46686	127465	3.57402e-05
8.75195	5.19126	4.45728	127465	3.57402e-05
8.75293	5.19561	4.4477	127465	3.57402e-05
8.75391	5.19995	4.43812	127465	3.57402e-05
8.75488	5.20428	4.42854	127465	3.57402e-05
8.75586	5.2086	4.41896	127465	3.57402e-05
8.75684	5.21291	4.40938	127465	3.57402e-05
8.75781	5.21721	4.3998	127465	3.57402e-05
8.75879	5.22151	4.39022	127465	3.57403e-05
8.75977	5.22579	4.38064	127465	3.57403e-05
8.76074	5.23006	4.37106	127465	3.57403e-05
8.76172	5.23433	4.36148	127465	3.57403e-05
8.7627	5.23858	4.3519	127465	3.57403e-05
8.76367	5.24283	4.34232	127465	3.57403e-05
8.76465	5.24706	4.33274	127465	3.57403e-05
8.76563	5.25129	4.32316	127465	3.57403e-05
8.7666	5.2555	4.31358	127465	3.57403e-05
8.76758	5.25971	4.304	127465	3.57403e-05
8.76855	5.26391	4.29442	127465	3.57403e-05
8.76953	5.2681	4.28484	127465	3.57403e-05
8.77051	5.27228	4.27526	127465	3.57403e-05
8.77148	5.27645	4.26568	127465	3.57403e-05
8.77246	5.28061	4.2561	127465	3.57403e-05
8.77344	5.28476	4.24652	127465	3.57403e-05
8.77441	5.28891	4.23694	127465	3.57403e-05
8.77539	5.29304	4.22736	127465	3.57403e-05
8.77637	5.29716	4.21778	127465	3.57403e-05
8.77734	5.30128	4.2082	127465	3.57403e-05
8.77832	5.30538	4.19862	127465	3.57403e-05
8.7793	5.30948	4.18904	127465	3.57403e-05
