Ball's radius: 1m
Start condition z0: 6m
Start condition v0: 2m/s

Time:	z(t):	v_z(t):	E(t)	Energy error:
15.9688	-6.20122	0.239039	127470	5.39455
15.9844	-6.19629	0.392321	127470	5.39455
16	-6.18896	0.545602	127470	5.39455
16.0156	-6.17924	0.698883	127470	5.39455
16.0313	-6.16712	0.852164	127470	5.39455
16.0469	-6.15261	1.00545	127470	5.39455
16.0625	-6.1357	1.15873	127470	5.39455
16.0781	-6.1164	1.31201	127470	5.39455
16.0938	-6.0947	1.46529	127470	5.39455
16.1094	-6.07061	1.61857	127470	5.39455
16.125	-6.04412	1.77185	127470	5.39455
16.1406	-6.01524	1.92513	127470	5.39455
16.1563	-5.98396	2.07841	127470	5.39455
16.1719	-5.95029	2.2317	127470	5.39455
16.1875	-5.91422	2.38498	127470	5.39455
16.2031	-5.87576	2.53826	127470	5.39455
16.2188	-5.8349	2.69154	127470	5.39455
16.2344	-5.79165	2.84482	127470	5.39455
16.25	-5.746	2.9981	127470	5.39455
16.2656	-5.69796	3.15138	127470	5.39455
16.2813	-5.64752	3.30466	127470	5.39455
16.2969	-5.59469	3.45795	127470	5.39455
16.3125	-5.53946	3.61123	127470	5.39455
16.3281	-5.48184	3.76451	127470	5.39455
16.3438	-5.42182	3.91779	127470	5.39455
16.3594	-5.35941	4.07107	127470	5.39455
16.375	-5.2946	4.22435	127470	5.39455
16.3906	-5.22739	4.37763	127470	5.39455
16.4063	-5.1578	4.53091	127470	5.39455
16.4219	-5.0858	4.6842	127470	5.39455
16.4375	-5.01142	4.83748	127470	5.39455
16.4531	-4.93463	4.99076	127470	5.39455
16.4688	-4.85545	5.14404	127470	5.39455
16.4844	-4.77388	5.29732	127470	5.39455
16.5	-4.68991	5.4506	127470	5.39455
16.5156	-4.60355	5.60388	127470	5.39455
16.5313	-4.51479	5.75716	127470	5.39455
16.5469	-4.42364	5.91045	127470	5.39455
16.5625	-4.33009	6.06373	127470	5.39455
16.5781	-4.23415	6.21701	127470	5.39455
16.5938	-4.13581	6.37029	127470	5.39455
16.6094	-4.03508	6.52357	127470	5.39455
16.625	-3.93195	6.67685	127470	5.39455
16.6406	-3.82642	6.83013	127470	5.39455
16.6563	-3.71851	6.98341	127470	5.39455
16.6719	-3.60819	7.1367	127470	5.39455
16.6875	-3.49548	7.28998	127470	5.39455
16.7031	-3.38038	7.44326	127470	5.39455
16.7188	-3.26288	7.59654	127470	5.39455
16.7344	-3.14299	7.74982	127470	5.39455
16.75	-3.0207	7.9031	127470	5.39455
16.7656	-2.89602	8.05638	127470	5.39455
16.7813	-2.76894	8.20966	127470	5.39455
16.7969	-2.63946	8.36295	127470	5.39455
16.8125	-2.5076	8.51623	127470	5.39455
16.8281	-2.37333	8.66951	127470	5.39455
16.8438	-2.23667	8.82279	127470	5.39455
16.8594	-2.09762	8.97607	127470	5.39455
16.875	-1.95617	9.12935	127470	5.39455
16.8906	-1.81233	9.28263	127470	5.39455
16.9063	-1.66609	9.43591	127470	5.39455
16.9219	-1.51746	9.5892	127470	5.39455
16.9375	-1.36643	9.74248	127470	5.39455
16.9531	-1.213	9.89576	127470	5.39455
16.9688	-1.05718	10.049	127470	5.39455
16.9844	-0.898971	10.2019	129248	1782.93
17	-0.738412	10.3477	131001	3535.64
17.0156	-0.575695	10.4767	131734	4269.31
17.0313	-0.411147	10.5807	131721	4255.88
17.0469	-0.245212	10.6533	131214	3748.92
17.0625	-0.0784185	10.6901	130440	2974.63
17.0781	0.0886548	10.6889	129587	2122.45
17.0938	0.255412	10.6498	128802	1337.13
17.1094	0.421276	10.5752	128179	713.653
17.125	0.585724	10.4694	127761	295.699
17.1406	0.748317	10.3391	127543	77.7195
17.1563	0.908736	10.1926	127475	9.85689
17.1719	1.0668	10.0397	127470	5.56676
17.1875	1.22248	9.88637	127470	5.56676
17.2031	1.37575	9.73309	127470	5.56676
17.2188	1.52663	9.57981	127470	5.56676
17.2344	1.67512	9.42653	127470	5.56676
17.25	1.82121	9.27325	127470	5.56676
17.2656	1.96491	9.11997	127470	5.56676
17.2813	2.10621	8.96668	127470	5.56676
17.2969	2.24512	8.8134	127470	5.56676
17.3125	2.38163	8.66012	127470	5.56676
17.3281	2.51575	8.50684	127470	5.56676
17.3438	2.64747	8.35356	127470	5.56676
17.3594	2.7768	8.20028	127470	5.56676
17.375	2.90373	8.047	127470	5.56676
17.3906	3.02827	7.89372	127470	5.56676
17.4063	3.15041	7.74043	127470	5.56676
17.4219	3.27015	7.58715	127470	5.56676
17.4375	3.38751	7.43387	127470	5.56676
17.4531	3.50246	7.28059	127470	5.56676
17.4688	3.61502	7.12731	127470	5.56676
17.4844	3.72519	6.97403	127470	5.56676
17.5	3.83296	6.82075	127470	5.56676
17.5156	3.93834	6.66747	127470	5.56676
17.5313	4.04132	6.51418	127470	5.56676
17.5469	4.14191	6.3609	127470	5.56676
17.5625	4.2401	6.20762	127470	5.56676
17.5781	4.3359	6.05434	127470	5.56676
17.5938	4.4293	5.90106	127470	5.56676
17.6094	4.5203	5.74778	127470	5.56676
17.625	4.60892	5.5945	127470	5.56676
17.6406	4.69513	5.44122	127470	5.56676
17.6563	4.77895	5.28793	127470	5.56676
17.6719	4.86038	5.13465	127470	5.56676
17.6875	4.93941	4.98137	127470	5.56676
17.7031	5.01605	4.82809	127470	5.56676
17.7188	5.09029	4.67481	127470	5.56676
17.7344	5.16214	4.52153	127470	5.56676
17.75	5.23159	4.36825	127470	5.56676
17.7656	5.29864	4.21497	127470	5.56676
17.7813	5.3633	4.06168	127470	5.56676
17.7969	5.42557	3.9084	127470	5.56676
17.8125	5.48544	3.75512	127470	5.56676
17.8281	5.54292	3.60184	127470	5.56676
17.8438	5.598	3.44856	127470	5.56676
17.8594	5.65069	3.29528	127470	5.56676
17.875	5.70098	3.142	127470	5.56676
17.8906	5.74887	2.98872	127470	5.56676
17.9063	5.79437	2.83543	127470	5.56676
17.9219	5.83748	2.68215	127470	5.56676
17.9375	5.87819	2.52887	127470	5.56676
17.9531	5.91651	2.37559	127470	5.56676
17.9688	5.95243	2.22231	127470	5.56676
17.9844	5.98596	2.06903	127470	5.56676
18	6.01709	1.91575	127470	5.56676
18.0156	6.04582	1.76247	127470	5.56676
18.0313	6.07216	1.60918	127470	5.56676
18.0469	6.09611	1.4559	127470	5.56676
18.0625	6.11766	1.30262	127470	5.56676
18.0781	6.13682	1.14934	127470	5.56676
18.0938	6.15358	0.99606	127470	5.56676
18.1094	6.16794	0.842778	127470	5.56676
18.125	6.17991	0.689497	127470	5.56676
18.1406	6.18949	0.536216	127470	5.56676
18.1563	6.19667	0.382935	127470	5.56676
18.1719	6.20146	0.229653	127470	5.56676
18.1875	6.20385	0.0763721	127470	5.56676
18.2031	6.20384	-0.0769092	127470	5.56676
18.2188	6.20144	-0.23019	127470	5.56676
18.2344	6.19665	-0.383472	127470	5.56676
18.25	6.18946	-0.536753	127470	5.56676
18.2656	6.17988	-0.690034	127470	5.56676
18.2813	6.1679	-0.843315	127470	5.56676
18.2969	6.15352	-0.996597	127470	5.56676
18.3125	6.13675	-1.14988	127470	5.56676
18.3281	6.11759	-1.30316	127470	5.56676
18.3438	6.09603	-1.45644	127470	5.56676
18.3594	6.07208	-1.60972	127470	5.56676
18.375	6.04573	-1.763	127470	5.56676
18.3906	6.01698	-1.91628	127470	5.56676
18.4063	5.98584	-2.06957	127470	5.56676
18.4219	5.95231	-2.22285	127470	5.56676
18.4375	5.91638	-2.37613	127470	5.56676
18.4531	5.87805	-2.52941	127470	5.56676
18.4688	5.83733	-2.68269	127470	5.56676
18.4844	5.79422	-2.83597	127470	5.56676
18.5	5.74871	-2.98925	127470	5.56676
18.5156	5.70081	-3.14253	127470	5.56676
18.5313	5.65051	-3.29582	127470	5.56676
18.5469	5.59781	-3.4491	127470	5.56676
18.5625	5.54272	-3.60238	127470	5.56676
18.5781	5.48524	-3.75566	127470	5.56676
18.5938	5.42536	-3.90894	127470	5.56676
18.6094	5.36308	-4.06222	127470	5.56676
18.625	5.29841	-4.2155	127470	5.56676
18.6406	5.23135	-4.36878	127470	5.56676
18.6563	5.16189	-4.52207	127470	5.56676
18.6719	5.09003	-4.67535	127470	5.56676
18.6875	5.01578	-4.82863	127470	5.56676
18.7031	4.93914	-4.98191	127470	5.56676
18.7188	4.8601	-5.13519	127470	5.56676
18.7344	4.77866	-5.28847	127470	5.56676
18.75	4.69483	-5.44175	127470	5.56676
18.7656	4.60861	-5.59503	127470	5.56676
18.7813	4.51999	-5.74832	127470	5.56676
18.7969	4.42897	-5.9016	127470	5.56676
18.8125	4.33556	-6.05488	127470	5.56676
18.8281	4.23976	-6.20816	127470	5.56676
18.8438	4.14156	-6.36144	127470	5.56676
18.8594	4.04096	-6.51472	127470	5.56676
18.875	3.93797	-6.668	127470	5.56676
18.8906	3.83259	-6.82128	127470	5.56676
18.9063	3.72481	-6.97457	127470	5.56676
18.9219	3.61463	-7.12785	127470	5.56676
18.9375	3.50206	-7.28113	127470	5.56676
18.9531	3.3871	-7.43441	127470	5.56676
18.9688	3.26974	-7.58769	127470	5.56676
18.9844	3.14998	-7.74097	127470	5.56676
19	3.02783	-7.89425	127470	5.56676
19.0156	2.90329	-8.04753	127470	5.56676
19.0313	2.77635	-8.20082	127470	5.56676
19.0469	2.64701	-8.3541	127470	5.56676
19.0625	2.51528	-8.50738	127470	5.56676
19.0781	2.38116	-8.66066	127470	5.56676
19.0938	2.24464	-8.81394	127470	5.56676
19.1094	2.10572	-8.96722	127470	5.56676
19.125	1.96441	-9.1205	127470	5.56676
19.1406	1.82071	-9.27378	127470	5.56676
19.1563	1.67461	-9.42707	127470	5.56676
19.1719	1.52611	-9.58035	127470	5.56676
19.1875	1.37522	-9.73363	127470	5.56676
19.2031	1.22193	-9.88691	127470	5.56676
19.2188	1.06625	-10.0402	127470	5.56676
19.2344	0.908178	-10.1931	127475	9.94042
19.25	0.747751	-10.3396	127543	78.1953
19.2656	0.58515	-10.4698	127762	296.812
19.2813	0.420697	-10.5755	128180	715.503
19.2969	0.254829	-10.65	128805	1339.65
19.3125	0.0880695	-10.689	129590	2125.4
19.3281	-0.0790039	-10.69	130442	2977.59
19.3438	-0.245795	-10.6531	131216	3751.29
19.3594	-0.411726	-10.5804	131722	4256.94
19.375	-0.576268	-10.4763	131733	4268.21
19.3906	-0.738979	-10.3472	130996	3531.45
19.4063	-0.89953	-10.2013	129240	1774.67
19.4219	-1.05773	-10.0485	127470	5.40587
19.4375	-1.21355	-9.89522	127470	5.40587
19.4531	-1.36696	-9.74194	127470	5.40587
19.4688	-1.51798	-9.58866	127470	5.40587
19.4844	-1.66661	-9.43538	127470	5.40587
19.5	-1.81284	-9.2821	127470	5.40587
19.5156	-1.95667	-9.12882	127470	5.40587
19.5313	-2.09811	-8.97553	127470	5.40587
19.5469	-2.23716	-8.82225	127470	5.40587
19.5625	-2.37381	-8.66897	127470	5.40587
19.5781	-2.50806	-8.51569	127470	5.40587
19.5938	-2.63992	-8.36241	127470	5.40587
19.6094	-2.76939	-8.20913	127470	5.40587
19.625	-2.89646	-8.05585	127470	5.40587
19.6406	-3.02113	-7.90257	127470	5.40587
19.6563	-3.14341	-7.74928	127470	5.40587
19.6719	-3.2633	-7.596	127470	5.40587
19.6875	-3.38079	-7.44272	127470	5.40587
19.7031	-3.49588	-7.28944	127470	5.40587
19.7188	-3.60858	-7.13616	127470	5.40587
19.7344	-3.71889	-6.98288	127470	5.40587
19.75	-3.8268	-6.8296	127470	5.40587
19.7656	-3.93231	-6.67632	127470	5.40587
19.7813	-4.03543	-6.52303	127470	5.40587
19.7969	-4.13616	-6.36975	127470	5.40587
19.8125	-4.23449	-6.21647	127470	5.40587
19.8281	-4.33042	-6.06319	127470	5.40587
19.8438	-4.42396	-5.90991	127470	5.40587
19.8594	-4.51511	-5.75663	127470	5.40587
19.875	-4.60386	-5.60335	127470	5.40587
19.8906	-4.69021	-5.45007	127470	5.40587
19.9063	-4.77417	-5.29678	127470	5.40587
19.9219	-4.85574	-5.1435	127470	5.40587
19.9375	-4.93491	-4.99022	127470	5.40587
19.9531	-5.01168	-4.83694	127470	5.40587
19.9688	-5.08606	-4.68366	127470	5.40587
19.9844	-5.15804	-4.53038	127470	5.40587
20	-5.22763	-4.3771	127470	5.40587
0	6.01533	1.92336	127465	1.45519e-11
0.0078125	6.03005	1.84672	127465	1.45519e-11
0.015625	6.04418	1.77008	127465	1.45519e-11
0.0234375	6.05771	1.69344	127465	0
0.03125	6.07064	1.6168	127465	0
0.0390625	6.08297	1.54016	127465	1.45519e-11
0.046875	6.09471	1.46352	127465	0
0.0546875	6.10584	1.38687	127465	0
0.0625	6.11638	1.31023	127465	1.45519e-11
0.0703125	6.12631	1.23359	127465	0
0.078125	6.13565	1.15695	127465	1.45519e-11
0.0859375	6.14439	1.08031	127465	0
0.09375	6.15253	1.00367	127465	1.45519e-11
0.101563	6.16007	0.927031	127465	1.45519e-11
0.109375	6.16702	0.850391	127465	1.45519e-11
0.117188	6.17336	0.77375	127465	1.45519e-11
0.125	6.1791	0.697109	127465	1.45519e-11
0.132813	6.18425	0.620469	127465	0
0.140625	6.1888	0.543828	127465	1.45519e-11
0.148438	6.19275	0.467187	127465	0
0.15625	6.1961	0.390547	127465	0
0.164063	6.19885	0.313906	127465	1.45519e-11
0.171875	6.201	0.237266	127465	0
0.179688	6.20256	0.160625	127465	0
0.1875	6.20351	0.0839844	127465	0
0.195313	6.20387	0.00734375	127465	0
0.203125	6.20363	-0.0692969	127465	0
0.210938	6.20279	-0.145938	127465	1.45519e-11
0.21875	6.20135	-0.222578	127465	0
0.226563	6.19931	-0.299219	127465	0
0.234375	6.19667	-0.375859	127465	0
0.242188	6.19344	-0.4525	127465	0
0.25	6.1896	-0.529141	127465	0
0.257813	6.18517	-0.605781	127465	1.45519e-11
0.265625	6.18014	-0.682422	127465	0
0.273438	6.17451	-0.759063	127465	1.45519e-11
0.28125	6.16828	-0.835703	127465	0
0.289063	6.16145	-0.912344	127465	0
0.296875	6.15402	-0.988984	127465	0
0.304688	6.146	-1.06563	127465	0
0.3125	6.13737	-1.14227	127465	1.45519e-11
0.320313	6.12815	-1.21891	127465	1.45519e-11
0.328125	6.11833	-1.29555	127465	0
0.335938	6.10791	-1.37219	127465	0
0.34375	6.09689	-1.44883	127465	1.45519e-11
0.351563	6.08527	-1.52547	127465	0
0.359375	6.07305	-1.60211	127465	1.45519e-11
0.367188	6.06023	-1.67875	127465	1.45519e-11
0.375	6.04682	-1.75539	127465	0
0.382813	6.03281	-1.83203	127465	0
0.390625	6.01819	-1.90867	127465	0
0.398438	6.00298	-1.98531	127465	1.45519e-11
0.40625	5.98717	-2.06195	127465	1.45519e-11
0.414063	5.97077	-2.13859	127465	1.45519e-11
0.421875	5.95376	-2.21523	127465	0
0.429688	5.93615	-2.29188	127465	0
0.4375	5.91795	-2.36852	127465	0
0.445313	5.89914	-2.44516	127465	1.45519e-11
0.453125	5.87974	-2.5218	127465	1.45519e-11
0.460938	5.85974	-2.59844	127465	0
0.46875	5.83914	-2.67508	127465	0
0.476563	5.81794	-2.75172	127465	1.45519e-11
0.484375	5.79615	-2.82836	127465	1.45519e-11
0.492188	5.77375	-2.905	127465	0
0.5	5.75076	-2.98164	127465	0
0.507813	5.72716	-3.05828	127465	1.45519e-11
0.515625	5.70297	-3.13492	127465	0
0.523438	5.67818	-3.21156	127465	0
0.53125	5.65279	-3.2882	127465	0
0.539063	5.6268	-3.36484	127465	1.45519e-11
0.546875	5.60021	-3.44148	127465	1.45519e-11
0.554688	5.57303	-3.51813	127465	1.45519e-11
0.5625	5.54524	-3.59477	127465	1.45519e-11
0.570313	5.51686	-3.67141	127465	1.45519e-11
0.578125	5.48788	-3.74805	127465	1.45519e-11
0.585938	5.4583	-3.82469	127465	1.45519e-11
0.59375	5.42812	-3.90133	127465	1.45519e-11
0.601563	5.39734	-3.97797	127465	1.45519e-11
0.609375	5.36596	-4.05461	127465	1.45519e-11
0.617188	5.33398	-4.13125	127465	1.45519e-11
0.625	5.30141	-4.20789	127465	0
0.632813	5.26824	-4.28453	127465	0
0.640625	5.23446	-4.36117	127465	0
0.648438	5.20009	-4.43781	127465	1.45519e-11
0.65625	5.16512	-4.51445	127465	1.45519e-11
0.664063	5.12955	-4.59109	127465	2.91038e-11
0.671875	5.09339	-4.66773	127465	4.36557e-11
0.679688	5.05662	-4.74437	127465	2.91038e-11
0.6875	5.01926	-4.82102	127465	4.36557e-11
0.695313	4.98129	-4.89766	127465	4.36557e-11
0.703125	4.94273	-4.9743	127465	4.36557e-11
0.710938	4.90357	-5.05094	127465	5.82077e-11
0.71875	4.86381	-5.12758	127465	4.36557e-11
0.726563	4.82345	-5.20422	127465	5.82077e-11
0.734375	4.78249	-5.28086	127465	5.82077e-11
0.742188	4.74094	-5.3575	127465	7.27596e-11
0.75	4.69878	-5.43414	127465	5.82077e-11
0.757813	4.65603	-5.51078	127465	8.73115e-11
0.765625	4.61268	-5.58742	127465	8.73115e-11
0.773438	4.56873	-5.66406	127465	8.73115e-11
0.78125	4.52418	-5.7407	127465	1.01863e-10
0.789063	4.47903	-5.81734	127465	1.01863e-10
0.796875	4.43328	-5.89398	127465	1.01863e-10
0.804688	4.38693	-5.97062	127465	1.01863e-10
0.8125	4.33999	-6.04727	127465	1.01863e-10
0.820313	4.29245	-6.12391	127465	1.16415e-10
0.828125	4.2443	-6.20055	127465	1.30967e-10
0.835938	4.19556	-6.27719	127465	1.30967e-10
0.84375	4.14622	-6.35383	127465	1.30967e-10
0.851563	4.09628	-6.43047	127465	1.16415e-10
0.859375	4.04575	-6.50711	127465	1.45519e-10
0.867188	3.99461	-6.58375	127465	1.45519e-10
0.875	3.94287	-6.66039	127465	1.45519e-10
0.882813	3.89054	-6.73703	127465	1.45519e-10
0.890625	3.83761	-6.81367	127465	1.60071e-10
0.898438	3.78408	-6.89031	127465	1.60071e-10
0.90625	3.72995	-6.96695	127465	1.89175e-10
0.914063	3.67522	-7.04359	127465	1.60071e-10
0.921875	3.61989	-7.12023	127465	1.89175e-10
0.929688	3.56396	-7.19687	127465	1.89175e-10
0.9375	3.50744	-7.27352	127465	1.89175e-10
0.945313	3.45032	-7.35016	127465	2.03727e-10
0.953125	3.39259	-7.4268	127465	2.18279e-10
0.960938	3.33427	-7.50344	127465	2.18279e-10
0.96875	3.27535	-7.58008	127465	2.18279e-10
0.976563	3.21583	-7.65672	127465	2.18279e-10
0.984375	3.15572	-7.73336	127465	2.47383e-10
0.992188	3.095	-7.81	127465	2.32831e-10
1	3.03368	-7.88664	127465	2.47383e-10
1.00781	2.97177	-7.96328	127465	2.47383e-10
1.01563	2.90926	-8.03992	127465	2.47383e-10
1.02344	2.84615	-8.11656	127465	2.47383e-10
1.03125	2.78244	-8.1932	127465	2.47383e-10
1.03906	2.71813	-8.26984	127465	2.61934e-10
1.04688	2.65322	-8.34648	127465	2.76486e-10
1.05469	2.58771	-8.42312	127465	2.76486e-10
1.0625	2.52161	-8.49977	127465	2.91038e-10
1.07031	2.45491	-8.57641	127465	3.0559e-10
1.07813	2.3876	-8.65305	127465	3.0559e-10
1.08594	2.3197	-8.72969	127465	3.0559e-10
1.09375	2.2512	-8.80633	127465	3.20142e-10
1.10156	2.1821	-8.88297	127465	3.34694e-10
1.10938	2.11241	-8.95961	127465	3.49246e-10
1.11719	2.04211	-9.03625	127465	3.34694e-10
1.125	1.97121	-9.11289	127465	3.34694e-10
1.13281	1.89972	-9.18953	127465	3.63798e-10
1.14063	1.82763	-9.26617	127465	3.7835e-10
1.14844	1.75494	-9.34281	127465	3.7835e-10
1.15625	1.68165	-9.41945	127465	3.7835e-10
1.16406	1.60776	-9.49609	127465	4.07454e-10
1.17188	1.53327	-9.57273	127465	4.07454e-10
1.17969	1.45818	-9.64937	127465	4.22006e-10
1.1875	1.3825	-9.72602	127465	4.07454e-10
1.19531	1.30621	-9.80266	127465	4.22006e-10
1.20313	1.22933	-9.8793	127465	4.36557e-10
1.21094	1.15185	-9.95594	127465	4.36557e-10
1.21875	1.07377	-10.0326	127465	4.51109e-10
1.22656	0.995092	-10.1092	127465	0.00793849
1.23438	0.915814	-10.1856	127468	2.92716
1.24219	0.835946	-10.2605	127486	20.8106
1.25	0.755502	-10.3326	127531	65.8887
1.25781	0.674509	-10.4007	127613	148.292
1.26563	0.593004	-10.4638	127741	275.812
1.27344	0.511028	-10.5208	127919	453.685
1.28125	0.428635	-10.5708	128149	684.378
1.28906	0.34588	-10.6131	128432	967.416
1.29688	0.262827	-10.647	128764	1299.23
1.30469	0.179544	-10.672	129138	1673.08
1.3125	0.096102	-10.6877	129544	2078.96
1.32031	0.0125738	-10.6939	129969	2503.67
1.32813	-0.0709657	-10.6906	130396	2930.86
1.33594	-0.154442	-10.6777	130806	3341.15
1.34375	-0.23778	-10.6554	131177	3712.34
1.35156	-0.320909	-10.6242	131484	4019.61
1.35938	-0.403761	-10.5844	131701	4235.81
1.36719	-0.486269	-10.5366	131797	4331.77
1.375	-0.568376	-10.4816	131741	4276.54
1.38281	-0.650028	-10.4203	131503	4037.79
1.39063	-0.73118	-10.3536	131047	3582
1.39844	-0.811792	-10.2825	130340	2874.75
1.40625	-0.891836	-10.2083	129346	1880.92
1.41406	-0.971292	-10.1323	128030	564.789
1.42188	-1.05015	-10.0557	127465	0.0818939
1.42969	-1.12841	-9.97901	127465	0.0818939
1.4375	-1.20607	-9.90237	127465	0.0818939
1.44531	-1.28314	-9.82573	127465	0.0818939
1.45313	-1.3596	-9.74909	127465	0.0818939
1.46094	-1.43547	-9.67245	127465	0.0818939
1.46875	-1.51073	-9.59581	127465	0.0818939
1.47656	-1.5854	-9.51917	127465	0.0818939
1.48438	-1.65947	-9.44253	127465	0.0818939
1.49219	-1.73294	-9.36589	127465	0.0818939
1.5	-1.80581	-9.28924	127465	0.0818939
1.50781	-1.87808	-9.2126	127465	0.0818939
1.51563	-1.94976	-9.13596	127465	0.0818939
1.52344	-2.02083	-9.05932	127465	0.0818939
1.53125	-2.09131	-8.98268	127465	0.0818939
1.53906	-2.16119	-8.90604	127465	0.0818939
1.54688	-2.23047	-8.8294	127465	0.0818939
1.55469	-2.29915	-8.75276	127465	0.0818939
1.5625	-2.36723	-8.67612	127465	0.0818939
1.57031	-2.43471	-8.59948	127465	0.0818939
1.57813	-2.5016	-8.52284	127465	0.0818939
1.58594	-2.56788	-8.4462	127465	0.0818939
1.59375	-2.63357	-8.36956	127465	0.0818939
1.60156	-2.69866	-8.29292	127465	0.0818939
1.60938	-2.76314	-8.21628	127465	0.0818939
1.61719	-2.82703	-8.13964	127465	0.0818939
1.625	-2.89033	-8.06299	127465	0.0818939
1.63281	-2.95302	-7.98635	127465	0.0818939
1.64063	-3.01511	-7.90971	127465	0.0818939
1.64844	-3.07661	-7.83307	127465	0.0818939
1.65625	-3.1375	-7.75643	127465	0.0818939
1.66406	-3.1978	-7.67979	127465	0.0818939
1.67188	-3.2575	-7.60315	127465	0.0818939
1.67969	-3.3166	-7.52651	127465	0.0818939
1.6875	-3.3751	-7.44987	127465	0.0818939
1.69531	-3.43301	-7.37323	127465	0.0818939
1.70313	-3.49031	-7.29659	127465	0.0818939
1.71094	-3.54702	-7.21995	127465	0.0818939
1.71875	-3.60312	-7.14331	127465	0.0818939
1.72656	-3.65863	-7.06667	127465	0.0818939
1.73438	-3.71354	-6.99003	127465	0.0818939
1.74219	-3.76785	-6.91339	127465	0.0818939
1.75	-3.82156	-6.83674	127465	0.0818939
1.75781	-3.87467	-6.7601	127465	0.0818939
1.76563	-3.92719	-6.68346	127465	0.0818939
1.77344	-3.9791	-6.60682	127465	0.0818939
1.78125	-4.03042	-6.53018	127465	0.0818939
1.78906	-4.08114	-6.45354	127465	0.0818939
1.79688	-4.13125	-6.3769	127465	0.0818939
1.80469	-4.18077	-6.30026	127465	0.0818939
1.8125	-4.2297	-6.22362	127465	0.0818939
1.82031	-4.27802	-6.14698	127465	0.0818939
1.82813	-4.32574	-6.07034	127465	0.0818939
1.83594	-4.37287	-5.9937	127465	0.0818939
1.84375	-4.41939	-5.91706	127465	0.0818939
1.85156	-4.46532	-5.84042	127465	0.0818939
1.85938	-4.51065	-5.76378	127465	0.0818939
1.86719	-4.55538	-5.68714	127465	0.0818939
1.875	-4.59951	-5.61049	127465	0.0818939
1.88281	-4.64304	-5.53385	127465	0.0818939
1.89063	-4.68598	-5.45721	127465	0.0818939
1.89844	-4.72831	-5.38057	127465	0.0818939
1.90625	-4.77005	-5.30393	127465	0.0818939
1.91406	-4.81119	-5.22729	127465	0.0818939
1.92188	-4.85173	-5.15065	127465	0.0818939
1.92969	-4.89167	-5.07401	127465	0.0818939
1.9375	-4.93101	-4.99737	127465	0.0818939
1.94531	-4.96975	-4.92073	127465	0.0818939
1.95313	-5.00789	-4.84409	127465	0.0818939
1.96094	-5.04544	-4.76745	127465	0.0818939
1.96875	-5.08239	-4.69081	127465	0.0818939
1.97656	-5.11873	-4.61417	127465	0.0818939
1.98438	-5.15448	-4.53753	127465	0.0818939
1.99219	-5.18963	-4.46089	127465	0.0818939
2	-5.22418	-4.38424	127465	0.0818939
2.00781	-5.25814	-4.3076	127465	0.0818939
2.01563	-5.29149	-4.23096	127465	0.0818939
2.02344	-5.32424	-4.15432	127465	0.0818939
2.03125	-5.3564	-4.07768	127465	0.0818939
2.03906	-5.38796	-4.00104	127465	0.0818939
2.04688	-5.41892	-3.9244	127465	0.0818939
2.05469	-5.44928	-3.84776	127465	0.0818939
2.0625	-5.47904	-3.77112	127465	0.0818939
2.07031	-5.5082	-3.69448	127465	0.0818939
2.07813	-5.53676	-3.61784	127465	0.0818939
2.08594	-5.56473	-3.5412	127465	0.0818939
2.09375	-5.5921	-3.46456	127465	0.0818939
2.10156	-5.61886	-3.38792	127465	0.0818939
2.10938	-5.64503	-3.31128	127465	0.0818939
2.11719	-5.6706	-3.23464	127465	0.0818939
2.125	-5.69557	-3.15799	127465	0.0818939
2.13281	-5.71995	-3.08135	127465	0.0818939
2.14063	-5.74372	-3.00471	127465	0.0818939
2.14844	-5.76689	-2.92807	127465	0.0818939
2.15625	-5.78947	-2.85143	127465	0.0818939
2.16406	-5.81145	-2.77479	127465	0.0818939
2.17188	-5.83283	-2.69815	127465	0.0818939
